type,file,line,issue,severity,fix
unhandled-promise,src/utils/marketingLaunchPreparationManager.ts,366,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/marketingLaunchPreparationManager.ts,375,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/marketingLaunchPreparationManager.ts,385,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/marketingLaunchPreparationManager.ts,397,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/marketingLaunchPreparationManager.ts,408,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/marketingLaunchPreparationManager.ts,419,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/marketingLaunchPreparationManager.ts,432,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/marketingLaunchPreparationManager.ts,450,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/marketingLaunchPreparationManager.ts,468,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/marketingLaunchPreparationManager.ts,488,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/marketingLaunchPreparationManager.ts,504,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/monitoringObservability.ts,376,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/monitoringObservability.ts,403,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/monitoringObservability.ts,431,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/monitoringObservability.ts,445,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/monitoringObservability.ts,469,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/notificationManager.ts,188,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/notificationManager.ts,237,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/notificationManager.ts,448,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/notificationManager.ts,507,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/notificationManager.ts,529,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/notificationManager.ts,583,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/notificationManager.ts,597,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/notificationManager.ts,610,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/notificationManager.ts,642,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/notificationManager.ts,655,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/notificationManager.ts,963,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/onlineStatus.ts,49,Async function call without await,Medium,Add await or handle promise rejection
unhandled-fetch,src/utils/onlineStatus.ts,52,Fetch call without error handling,Medium,Add try/catch or .catch() handler
unhandled-promise,src/utils/onlineStatus.ts,67,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/onlineStatus.ts,141,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,176,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,188,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,204,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,219,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,233,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,247,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,252,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,257,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,263,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,276,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,293,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,302,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,308,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,315,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,329,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,340,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,362,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,405,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,411,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,425,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,436,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,447,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,452,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,457,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,463,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,477,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,488,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,499,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,504,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,509,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,515,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,529,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,540,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,545,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,550,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,556,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,570,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,581,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,598,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,603,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,608,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,613,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,619,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,633,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,644,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,649,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,654,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,659,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,665,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,698,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,707,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,716,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,746,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,778,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,801,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,826,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,850,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,871,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,897,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/partnershipActivationManager.ts,919,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/performanceOptimizer.ts,444,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/performanceOptimizer.ts,805,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/productionDeploymentLaunchManager.ts,157,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/productionDeploymentLaunchManager.ts,280,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/productionDeploymentLaunchManager.ts,302,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/productionDeploymentLaunchManager.ts,417,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/productionDeploymentLaunchManager.ts,437,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/productionDeploymentLaunchManager.ts,542,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/productionDeploymentLaunchManager.ts,557,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/productionDeploymentLaunchManager.ts,573,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/productionDeploymentLaunchManager.ts,675,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/progressiveWebAppManager.ts,178,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/progressiveWebAppManager.ts,192,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/progressiveWebAppManager.ts,221,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/progressiveWebAppManager.ts,281,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/progressiveWebAppManager.ts,302,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/progressiveWebAppManager.ts,326,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/progressiveWebAppManager.ts,353,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/progressiveWebAppManager.ts,368,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/progressiveWebAppManager.ts,409,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/progressiveWebAppManager.ts,414,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/progressiveWebAppManager.ts,419,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/progressiveWebAppManager.ts,446,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/progressiveWebAppManager.ts,478,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/progressiveWebAppManager.ts,500,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/progressiveWebAppManager.ts,519,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/progressiveWebAppManager.ts,561,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/progressiveWebAppManager.ts,584,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/progressiveWebAppManager.ts,597,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/progressiveWebAppManager.ts,612,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/reactNativeMobileManager.ts,241,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/reactNativeMobileManager.ts,271,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/reactNativeMobileManager.ts,284,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/reactNativeMobileManager.ts,322,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/reactNativeMobileManager.ts,371,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/reactNativeMobileManager.ts,581,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/reactNativeMobileManager.ts,588,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/reactNativeMobileManager.ts,602,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,276,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,288,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,302,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,313,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,318,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,323,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,329,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,343,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,354,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,365,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,370,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,375,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,381,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,395,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,406,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,422,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,427,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,433,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,447,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,458,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,463,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,468,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,480,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,494,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,505,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,531,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,547,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,552,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,559,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,565,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,579,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,590,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,604,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,609,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,614,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,620,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,634,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,645,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,661,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,666,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,672,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,686,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,697,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,713,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,718,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,724,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,738,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,749,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,765,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,770,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,776,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,790,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,801,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,818,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,823,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,828,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,834,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,887,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,922,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,950,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,982,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,1016,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,1046,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,1070,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,1102,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/revenueScalingManager.ts,1130,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/roleBasedAccessControlManager.ts,196,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/roleBasedAccessControlManager.ts,234,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/roleBasedAccessControlManager.ts,256,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/roleBasedAccessControlManager.ts,275,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/roleBasedAccessControlManager.ts,285,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/roleBasedAccessControlManager.ts,291,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/roleBasedAccessControlManager.ts,320,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/roleBasedAccessControlManager.ts,348,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/roleBasedAccessControlManager.ts,364,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/roleBasedAccessControlManager.ts,370,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/roleBasedAccessControlManager.ts,398,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/roleBasedAccessControlManager.ts,419,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/roleBasedAccessControlManager.ts,447,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/roleBasedAccessControlManager.ts,467,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/roleBasedAccessControlManager.ts,483,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/roleBasedAccessControlManager.ts,489,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/roleBasedAccessControlManager.ts,535,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/roleBasedAccessControlManager.ts,555,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/roleBasedAccessControlManager.ts,569,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/roleBasedAccessControlManager.ts,584,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/roleBasedAccessControlManager.ts,597,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/roleBasedAccessControlManager.ts,603,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/roleBasedAccessControlManager.ts,664,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/roleBasedAccessControlManager.ts,700,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/roleBasedAccessControlManager.ts,782,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/roleBasedAccessControlManager.ts,864,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/roleBasedAccessControlManager.ts,875,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/roleBasedAccessControlManager.ts,892,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/roleBasedAccessControlManager.ts,950,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/roleBasedAccessControlManager.ts,1017,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/roleBasedAccessControlManager.ts,1043,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/roleBasedAccessControlManager.ts,1063,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/security.js,111,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/security.js,246,Async function call without await,Medium,Add await or handle promise rejection
unhandled-fetch,src/utils/security.js,265,Fetch call without error handling,Medium,Add try/catch or .catch() handler
unhandled-promise,src/utils/securityAuditLoggingManager.ts,238,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/securityAuditLoggingManager.ts,292,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/securityAuditLoggingManager.ts,323,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/securityAuditLoggingManager.ts,372,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/securityAuditLoggingManager.ts,384,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/securityAuditLoggingManager.ts,390,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/securityAuditLoggingManager.ts,406,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/securityAuditLoggingManager.ts,425,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/securityAuditLoggingManager.ts,436,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/securityAuditLoggingManager.ts,451,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/securityAuditLoggingManager.ts,468,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/securityAuditLoggingManager.ts,485,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/securityAuditLoggingManager.ts,506,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/securityAuditLoggingManager.ts,512,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/securityAuditLoggingManager.ts,518,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/securityAuditLoggingManager.ts,546,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/securityAuditLoggingManager.ts,636,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/securityAuditLoggingManager.ts,692,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/securityAuditLoggingManager.ts,823,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/securityAuditLoggingManager.ts,855,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/securityAuditLoggingManager.ts,863,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/securityAuditLoggingManager.ts,882,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/securityAuditLoggingManager.ts,928,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/securityAuditLoggingManager.ts,950,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/systemInitializer.ts,192,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/systemInitializer.ts,205,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/systemInitializer.ts,238,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/systemInitializer.ts,282,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/systemInitializer.ts,536,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/systemInitializer.ts,624,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/systemInitializer.ts,646,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/systemInitializer.ts,662,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/systemInitializer.ts,867,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/systemInitializer.ts,1021,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/systemInitializer.ts,1035,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/systemInitializer.ts,1053,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/systemInitializer.ts,1110,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/testingValidationManager.ts,225,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/testingValidationManager.ts,265,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/testingValidationManager.ts,293,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/testingValidationManager.ts,308,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/testingValidationManager.ts,327,Async function call without await,Medium,Add await or handle promise rejection
